Класс,Подкласс 1,Подкласс 2,Подкласс 3,Подкласс 4,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по ГЭСН,Примечания,Синонимы,УИН
,HB,,,,,Техническое освидетельствование при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,"ГЭСНмр 01-05-001
ГЭСНмр 01-05-003
ГЭСНмр 01-06-001
ГЭСНмр 01-06-002
ГЭСНмр 01-06-003
ГЭСНмр 01-06-004",,,KSI140002111
,HC,,,,,Испытание оборудования при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002112
,HD,,,,,Отключение электропитания оборудования при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002113
,HE,,,,,Замена быстроизнашивающихся деталей при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002114
,HF,,,,,Устранение мелких дефектов оборудования при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002115
,HG,,,,,Зачистка поверхностей трущихся деталей с целью устранить забоины и задиры при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002116
,HH,,,,,Подтяжка крепежных деталей и пружин при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002117
,HJ,,,,,Регулирование зазоров при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002118
,HK,,,,,Проверка и чистка подшипников при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002119
,HL,,,,,Чистка смазочных устройств при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002120
,HM,,,,,"Проверка изношенных фрикционных тормозных лент, тросов, цепей, ремней при ремонте оборудования",,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002121
,HN,,,,,"Замена изношенных фрикционных тормозных лент, тросов, цепей, ремней при ремонте оборудования",,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002122
,HP,,,,,"Замена набивок сальников и прокладок в трубопроводах, промывка редукторов при ремонте оборудования",,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002123
,HQ,,,,,Проверка воздуховодов при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002124
,HR,,,,,Чистка воздуховодов при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002125
,HS,,,,,Исправление износившейся арматуры при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002126
,HT,,,,,Замена износившейся арматуры при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002127
,HU,,,,,Контроль предохранительных и блокирующих устройств контрольно — измерительных приборов при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002128
,HV,,,,,Исправление предохранительных и блокирующих устройств контрольно — измерительных приборов при ремонте оборудования,,"ГЭСНмр 81-06-01-2020
ГЭСНмр 81-06-02-2020",,,,,,KSI140002129
J,,,,,,Капитальный ремонт автомобильных дорог,,ГЭСН 81-02-27-2020,По виду работ,,,,,KSI140002130
,JA,,,,,Ремонт земляного полотна и водоотвода,,ГЭСН 81-02-27-2020,По виду работ,,,,,KSI140002131
,,JAA,,,,Поднятие земляного полотна на подтопляемых и снегозаносимых участках,,ГЭСН 81-02-27-2020,,,,,,KSI140002132
,,JAB,,,,"Работы по перестройке пучинистых, оползневых и обвальных участков",,ГЭСН 81-02-27-2020,,,,,,KSI140002133
,,JAC,,,,Устройство новых дренажей и системы водоотвода,,ГЭСН 81-02-27-2020,По виду работ,,,,,KSI140002134
,,,JACA,,,Устройство прикромочных и телескопических лотков,,ГЭСН 81-02-27-2020,,,,,,KSI140002135
,,,JACB,,,Устройство осушительных канав,,ГЭСН 81-02-27-2020,,,,,,KSI140002136
,,,JACC,,,Устройство берегозащитных и противоэрозионных сооружений водобойных колодцев,,ГЭСН 81-02-27-2020,,,,,,KSI140002137
,,,JACD,,,Устройство ливневой канализации,,ГЭСН 81-02-27-2020,,,,,,KSI140002138
,,JAD,,,,Исправление параметров земляного полотна на отдельных участках с доведением его геометрических параметров до норм,,ГЭСН 81-02-27-2020,,,,,,KSI140002139
,,JAE,,,,Устройство земляного полотна и водоотвода,,ГЭСН 81-02-27-2020,,,,,,KSI140002140
,,JAF,,,,Устройство водоотвода,,ГЭСН 81-02-27-2020,,,,,,KSI140002141
,,JAG,,,,"Устройство отвода в постоянное и временное пользование земель, необходимых для обеспечения работ по капитальному ремонту",,ГЭСН 81-02-27-2020,,,,,,KSI140002142
,JB,,,,,Устройство дорожной одежды при ремонте,,ГЭСН 81-02-27-2020,По виду работ,,,,,KSI140002143
,,JBA,,,,Усиление дорожных одежд с исправлением продольных и поперечных неровностей,,ГЭСН 81-02-27-2020,,,,,,KSI140002144
,,JBB,,,,Укладка дополнительных слоев основания и покрытия,,ГЭСН 81-02-27-2020,,,,,,KSI140002145
,,JBC,,,,Устройство более совершенных типов покрытий с использованием существующих дорожных одежд в качестве основания,,ГЭСН 81-02-27-2020,,,,,,KSI140002146
,,JBD,,,,Перекрытие изношенных цементобетонных покрытий слоями из цементобетона или асфальтобетона,,ГЭСН 81-02-27-2020,,,,,,KSI140002147
,,JBE,,,,"Уширение дорожной одежды до норм, соответствующих категории ремонтируемой дороги",,ГЭСН 81-02-27-2020,,,,,,KSI140002148
,,JBF,,,,Устройство вновь бордюров и укрепительных полос по краям усовершенствованных покрытий,,ГЭСН 81-02-27-2020,,,,,,KSI140002149
,,JBG,,,,Устройство вновь дорожных одежд в местах исправления и перестройки земляного полотна,,ГЭСН 81-02-27-2020,,,,,,KSI140002150
,,JBH,,,,Ликвидация колей,,ГЭСН 81-02-27-2020,,,,,,KSI140002151
,,JBJ,,,,Сплошное перемощение мостовых с полной или частичной заменой песчаного основания,,ГЭСН 81-02-27-2020,,,,,,KSI140002152
,JC,,,,,"Обустройство дорог, организация и обеспечение безопасности движения при ремонте",,ГЭСН 81-02-27-2020,По виду работ,,,,,KSI140002153
,,JCA,,,,Устройство вновь недостающих остановочных и посадочных площадок,,ГЭСН 81-02-27-2020,,,,,,KSI140002154
,,JCB,,,,Устройство вновь недостающих автопавильонов на автобусных остановках,,ГЭСН 81-02-27-2020,,,,,,KSI140002155
,,JCC,,,,"Устройство вновь недостающих туалетов, площадок для остановки или стоянки автомобилей с обустройством для отдыха участников движения, смотровыми ямами или эстакадами",,ГЭСН 81-02-27-2020,,,,,,KSI140002156
,,JCD,,,,"Устройство переходно-скоростных полос и разделительных островков, а также дополнительных полос для движения устройство аварийных улавливающих съездов (карманов) на затяжных спусках",,ГЭСН 81-02-27-2020,,,,,,KSI140002157
