Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,,,AED060,Машина плавильно-заливочная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.160.91.08.04-032 28.92.30.160.91.08.04-033 28.92.30.160.91.08.04-034,,
,,,,AED070,"Нагреватель асфальтобетонного покрытия, предварительный",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.160.91.08.04-041,,
,,,,AED080,Разогреватель асфальтобетонных покрытий,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.160.91.08.04-051,,
,,,,AED090,Инфракрасная линейка-разогреватель,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.190.91.08.11-510,"ТО 38 10 10 12
ТО 38 10 10 13",
,,AEE,,,Машина и агрегат бетоноукладочные,Машина и агрегат для укладки бетона,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.08.05,,Определение синтезировано
,,,,AEE010,Агрегат распределения бетона на железных дорогах,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.08.05-001,,
,,,,AEE020,Агрегат для бетонирования стен самоходный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.08.05-011,,
,,,,AEE030,Бетоноукладчик-планировщик со скользящими формами,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.08.05-021,,
,,,,AEE040,Комплект машин для бетонирования каналов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.08.05-041 28.92.30.150.91.08.05-042,,
,,,,AEE050,Машина бетоноукладочного комплекта на рельс-формах,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.08.05-051 28.92.30.150.91.08.05-052 28.92.30.150.91.08.05-053 28.92.30.150.91.08.05-054,,
,,,,AEE060,Бетоноукладчик со скользящими формами в составе высокопроизводительного бетоноукладочного комплекта,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.08.05-055,,
,,,,AEE070,Машина для нанесения пленкообразущих материалов в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.08.05-057,ТО 18 30 10 05,
,,,,AEE080,Нарезчик швов в затвердевшем бетоне продольный и поперечный в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.08.05-058,"ТО 18 40 10 02
ТО 18 40 10 03",
,,,,AEE090,Профилировщик основания со скользящими формами в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.08.05-061,ТО 18 25 10 04,
,,,,AEE100,Распределитель цементобетона со скользящими формами в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.08.05-062,ТО 18 25 10 03,
,,,,AEE110,Финишер трубчатый в составе высокопроизводительного бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.08.05-064,ТО 18 25 10 05,
,,,,AEE120,Пневмобетономашина для возведения набрызг-бетонной крепи для укладки бетонной смеси за опалубку и тампонажа закрепного пространства,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.08.05-071,,
,,,,AEE130,Пневмобетоноукладчик,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.08.05-081 28.92.30.150.91.08.05-082,ТО 18 25 10 07,
,,,,AEE140,Цементоукладчик для заделки швов,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.08.05-091,ТО 20 50 10 05,
,,,,AEE150,Бетоноукладчик для устройства барьерных ограждений,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.08.05-566,,
,,,,AEE160,Машина на рельс-формах для нанесения пленкообразующих материалов в составе бетоноукладочного комплекта,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.08.05-576,ТО 18 30 10 05,
